"","loan_amount","emp_length","home_ownership","income","loan_purpose","debt_to_income","credit_score","recent_inquiry","delinquent","credit_accounts","bad_public_record","credit_utilization","past_bankrupt","outcome"
"3649","LOW","2 - 5 years","RENT","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","LOW","NO","repaid"
"3651","MEDIUM","10+ years","RENT","MEDIUM","debt_consolidation","HIGH","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"3653","MEDIUM","2 - 5 years","OWN","MEDIUM","moving","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"3656","MEDIUM","2 - 5 years","MORTGAGE","LOW","credit_card","LOW","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"3659","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","LOW","LOW","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"3661","LOW","10+ years","MORTGAGE","LOW","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","YES","MEDIUM","NO","default"
"3663","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","repaid"
"3667","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"3670","MEDIUM","< 2 years","RENT","LOW","other","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","LOW","NO","repaid"
"3680","MEDIUM","6 - 9 years","OWN","LOW","debt_consolidation","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3685","MEDIUM","6 - 9 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","LOW","NO","repaid"
"3686","MEDIUM","10+ years","MORTGAGE","HIGH","other","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3688","LOW","unemployed","RENT","LOW","debt_consolidation","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","default"
"3690","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","IN PAST 2 YEARS","FEW","NO","MEDIUM","NO","default"
"3693","LOW","2 - 5 years","RENT","LOW","renewable_energy","AVERAGE","LOW","NO","IN PAST 2 YEARS","FEW","NO","MEDIUM","NO","default"
"3694","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"3699","MEDIUM","2 - 5 years","OWN","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"3700","LOW","10+ years","MORTGAGE","MEDIUM","other","AVERAGE","HIGH","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"3702","LOW","< 2 years","RENT","MEDIUM","moving","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"3706","HIGH","6 - 9 years","MORTGAGE","HIGH","major_purchase","AVERAGE","HIGH","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3707","HIGH","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"3709","HIGH","2 - 5 years","MORTGAGE","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"3714","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"3715","MEDIUM","2 - 5 years","OWN","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"3717","LOW","unemployed","RENT","MEDIUM","other","HIGH","HIGH","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3719","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","default"
"3721","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"3722","LOW","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"3723","LOW","10+ years","RENT","MEDIUM","other","LOW","AVERAGE","YES","NEVER","FEW","NO","LOW","NO","repaid"
"3726","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"3730","HIGH","< 2 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","IN PAST 2 YEARS","FEW","NO","HIGH","NO","default"
"3731","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"3732","MEDIUM","< 2 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"3733","MEDIUM","2 - 5 years","RENT","LOW","major_purchase","HIGH","HIGH","YES","NEVER","MANY","NO","LOW","NO","repaid"
"3734","MEDIUM","10+ years","MORTGAGE","MEDIUM","home_improvement","LOW","HIGH","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"3738","MEDIUM","< 2 years","RENT","LOW","other","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","LOW","NO","default"
"3742","LOW","< 2 years","RENT","HIGH","credit_card","AVERAGE","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"3745","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3748","HIGH","< 2 years","RENT","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"3749","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3755","LOW","6 - 9 years","RENT","MEDIUM","debt_consolidation","HIGH","LOW","NO","NEVER","MANY","NO","HIGH","NO","repaid"
"3759","MEDIUM","2 - 5 years","RENT","MEDIUM","credit_card","HIGH","AVERAGE","NO","IN PAST 2 YEARS","AVERAGE","NO","MEDIUM","NO","default"
"3760","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","LOW","NO","repaid"
"3769","MEDIUM","< 2 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"3772","LOW","6 - 9 years","MORTGAGE","MEDIUM","home_improvement","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","LOW","NO","repaid"
"3774","HIGH","< 2 years","MORTGAGE","HIGH","debt_consolidation","HIGH","LOW","YES","NEVER","MANY","NO","HIGH","NO","default"
"3778","LOW","< 2 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"3780","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","HIGH","YES","NEVER","MANY","NO","LOW","NO","repaid"
"3782","HIGH","10+ years","MORTGAGE","HIGH","credit_card","AVERAGE","HIGH","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"3794","HIGH","6 - 9 years","RENT","HIGH","house","AVERAGE","AVERAGE","NO","IN PAST 2 YEARS","MANY","NO","HIGH","NO","repaid"
"3797","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","LOW","YES","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"3805","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","other","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"3806","LOW","10+ years","MORTGAGE","LOW","major_purchase","LOW","HIGH","YES","NEVER","FEW","NO","LOW","NO","repaid"
"3809","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"3811","HIGH","6 - 9 years","MORTGAGE","MEDIUM","small_business","AVERAGE","HIGH","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"3814","HIGH","6 - 9 years","RENT","HIGH","small_business","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"3815","HIGH","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","LOW","YES","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","default"
"3822","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"3824","HIGH","2 - 5 years","MORTGAGE","MEDIUM","small_business","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"3825","MEDIUM","2 - 5 years","RENT","LOW","other","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","LOW","NO","default"
"3831","LOW","2 - 5 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3833","LOW","< 2 years","RENT","MEDIUM","other","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"3837","MEDIUM","10+ years","MORTGAGE","HIGH","other","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","repaid"
"3840","HIGH","6 - 9 years","RENT","LOW","debt_consolidation","HIGH","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","repaid"
"3849","MEDIUM","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"3850","LOW","unemployed","RENT","LOW","debt_consolidation","HIGH","HIGH","YES","NEVER","FEW","NO","LOW","NO","default"
"3851","MEDIUM","unemployed","OWN","LOW","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"3852","MEDIUM","10+ years","MORTGAGE","HIGH","medical","AVERAGE","AVERAGE","YES","NEVER","MANY","YES","MEDIUM","YES","default"
"3853","HIGH","10+ years","MORTGAGE","MEDIUM","medical","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"3856","MEDIUM","10+ years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3859","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"3868","MEDIUM","2 - 5 years","RENT","LOW","other","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"3875","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","LOW","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"3885","HIGH","10+ years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","HIGH","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"3887","HIGH","6 - 9 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","HIGH","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"3889","HIGH","10+ years","MORTGAGE","HIGH","home_improvement","LOW","LOW","YES","MORE THAN 2 YEARS AGO","MANY","NO","HIGH","NO","default"
"3890","LOW","< 2 years","RENT","LOW","small_business","HIGH","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","default"
"3891","HIGH","2 - 5 years","MORTGAGE","MEDIUM","small_business","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","LOW","NO","default"
"3895","MEDIUM","2 - 5 years","RENT","LOW","other","AVERAGE","LOW","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"3896","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3899","MEDIUM","6 - 9 years","RENT","MEDIUM","credit_card","LOW","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"3905","HIGH","6 - 9 years","MORTGAGE","HIGH","other","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"3908","LOW","2 - 5 years","RENT","LOW","credit_card","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"3911","MEDIUM","< 2 years","MORTGAGE","MEDIUM","small_business","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"3915","LOW","6 - 9 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"3918","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"3920","LOW","2 - 5 years","RENT","LOW","debt_consolidation","LOW","AVERAGE","YES","IN PAST 2 YEARS","FEW","NO","LOW","NO","repaid"
"3921","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","IN PAST 2 YEARS","MANY","NO","HIGH","NO","repaid"
"3923","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3925","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"3926","LOW","2 - 5 years","RENT","LOW","other","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","MEDIUM","NO","default"
"3927","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","default"
"3934","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3938","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"3942","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","HIGH","LOW","YES","IN PAST 2 YEARS","FEW","NO","MEDIUM","NO","default"
"3946","MEDIUM","6 - 9 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","LOW","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"3947","MEDIUM","< 2 years","RENT","HIGH","wedding","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","repaid"
"3950","HIGH","10+ years","RENT","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","HIGH","NO","default"
"3951","HIGH","6 - 9 years","MORTGAGE","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"3953","LOW","< 2 years","RENT","LOW","wedding","LOW","AVERAGE","YES","IN PAST 2 YEARS","FEW","NO","LOW","NO","default"
"3959","HIGH","10+ years","RENT","HIGH","debt_consolidation","HIGH","LOW","YES","IN PAST 2 YEARS","AVERAGE","NO","HIGH","NO","default"
"3960","HIGH","6 - 9 years","RENT","LOW","car","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","HIGH","NO","repaid"
"3965","MEDIUM","2 - 5 years","RENT","MEDIUM","other","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","YES","HIGH","YES","default"
"3968","MEDIUM","6 - 9 years","OWN","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","default"
"3970","HIGH","< 2 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","default"
"3977","HIGH","10+ years","MORTGAGE","HIGH","small_business","LOW","HIGH","NO","NEVER","AVERAGE","NO","LOW","NO","default"
"3979","LOW","< 2 years","MORTGAGE","MEDIUM","car","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"3980","MEDIUM","6 - 9 years","OWN","MEDIUM","debt_consolidation","LOW","LOW","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","default"
"3981","LOW","2 - 5 years","RENT","MEDIUM","other","LOW","LOW","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","HIGH","NO","default"
"3982","MEDIUM","< 2 years","RENT","HIGH","medical","LOW","HIGH","NO","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"3985","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","default"
"3993","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","wedding","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"3995","LOW","6 - 9 years","MORTGAGE","MEDIUM","major_purchase","HIGH","AVERAGE","YES","NEVER","MANY","NO","LOW","NO","repaid"
"3997","HIGH","2 - 5 years","RENT","LOW","debt_consolidation","LOW","AVERAGE","YES","NEVER","MANY","NO","LOW","NO","default"
"3999","HIGH","< 2 years","RENT","HIGH","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","HIGH","NO","default"
"4003","MEDIUM","2 - 5 years","RENT","HIGH","debt_consolidation","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"4005","HIGH","2 - 5 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"4006","MEDIUM","2 - 5 years","MORTGAGE","HIGH","credit_card","LOW","AVERAGE","NO","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"4010","MEDIUM","2 - 5 years","RENT","MEDIUM","other","LOW","AVERAGE","YES","IN PAST 2 YEARS","FEW","NO","LOW","NO","default"
"4011","MEDIUM","< 2 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"4014","HIGH","10+ years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","LOW","YES","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"4021","HIGH","6 - 9 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","LOW","NO","default"
"4026","HIGH","< 2 years","RENT","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"4028","HIGH","6 - 9 years","MORTGAGE","HIGH","small_business","AVERAGE","AVERAGE","YES","IN PAST 2 YEARS","FEW","NO","MEDIUM","NO","default"
"4029","MEDIUM","< 2 years","RENT","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","default"
"4034","HIGH","6 - 9 years","MORTGAGE","HIGH","small_business","AVERAGE","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","default"
"4041","LOW","2 - 5 years","OWN","MEDIUM","debt_consolidation","LOW","AVERAGE","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"4043","MEDIUM","< 2 years","RENT","MEDIUM","credit_card","AVERAGE","AVERAGE","NO","IN PAST 2 YEARS","AVERAGE","NO","HIGH","NO","repaid"
"4045","HIGH","2 - 5 years","OWN","HIGH","major_purchase","LOW","HIGH","NO","NEVER","FEW","NO","LOW","NO","default"
"4049","HIGH","2 - 5 years","MORTGAGE","HIGH","debt_consolidation","LOW","HIGH","YES","NEVER","MANY","NO","LOW","NO","default"
"4060","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","HIGH","NO","default"
"4065","LOW","10+ years","MORTGAGE","LOW","credit_card","AVERAGE","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"4066","MEDIUM","10+ years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","repaid"
"4068","HIGH","2 - 5 years","RENT","HIGH","debt_consolidation","HIGH","AVERAGE","YES","NEVER","MANY","NO","MEDIUM","NO","default"
"4069","HIGH","10+ years","MORTGAGE","HIGH","other","LOW","AVERAGE","YES","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","default"
"4078","MEDIUM","unemployed","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","HIGH","NO","NEVER","FEW","NO","MEDIUM","NO","repaid"
"4079","HIGH","10+ years","MORTGAGE","HIGH","debt_consolidation","HIGH","AVERAGE","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","repaid"
"4086","HIGH","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","MEDIUM","NO","default"
"4087","MEDIUM","2 - 5 years","RENT","MEDIUM","debt_consolidation","AVERAGE","HIGH","YES","NEVER","AVERAGE","NO","LOW","NO","default"
"4089","MEDIUM","10+ years","MORTGAGE","HIGH","debt_consolidation","AVERAGE","HIGH","NO","MORE THAN 2 YEARS AGO","MANY","NO","LOW","NO","repaid"
"4092","MEDIUM","6 - 9 years","MORTGAGE","MEDIUM","debt_consolidation","HIGH","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"4093","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","AVERAGE","LOW","YES","IN PAST 2 YEARS","MANY","NO","HIGH","NO","default"
"4097","MEDIUM","< 2 years","MORTGAGE","LOW","debt_consolidation","HIGH","AVERAGE","YES","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","default"
"4098","MEDIUM","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","LOW","HIGH","YES","NEVER","FEW","NO","LOW","NO","repaid"
"4103","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","AVERAGE","AVERAGE","YES","NEVER","FEW","NO","MEDIUM","NO","repaid"
"4112","MEDIUM","2 - 5 years","RENT","MEDIUM","credit_card","AVERAGE","HIGH","NO","NEVER","FEW","NO","LOW","NO","repaid"
"4116","LOW","2 - 5 years","OWN","MEDIUM","major_purchase","AVERAGE","AVERAGE","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"4117","MEDIUM","2 - 5 years","MORTGAGE","HIGH","other","AVERAGE","AVERAGE","NO","IN PAST 2 YEARS","MANY","NO","MEDIUM","NO","repaid"
"4118","MEDIUM","10+ years","OWN","HIGH","debt_consolidation","HIGH","AVERAGE","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"4119","HIGH","2 - 5 years","MORTGAGE","HIGH","home_improvement","AVERAGE","HIGH","YES","NEVER","MANY","NO","LOW","NO","repaid"
"4120","MEDIUM","2 - 5 years","RENT","LOW","debt_consolidation","HIGH","LOW","YES","MORE THAN 2 YEARS AGO","AVERAGE","NO","MEDIUM","NO","default"
"4122","MEDIUM","2 - 5 years","MORTGAGE","HIGH","other","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","MANY","NO","MEDIUM","NO","repaid"
"4125","LOW","2 - 5 years","MORTGAGE","MEDIUM","debt_consolidation","AVERAGE","AVERAGE","NO","NEVER","MANY","NO","MEDIUM","NO","default"
"4127","LOW","unemployed","RENT","LOW","debt_consolidation","LOW","LOW","NO","MORE THAN 2 YEARS AGO","FEW","NO","HIGH","NO","repaid"
"4137","MEDIUM","unemployed","OWN","LOW","debt_consolidation","HIGH","HIGH","YES","NEVER","AVERAGE","NO","MEDIUM","NO","repaid"
"4139","MEDIUM","2 - 5 years","RENT","MEDIUM","small_business","LOW","AVERAGE","YES","NEVER","FEW","NO","LOW","NO","default"
"4144","LOW","< 2 years","RENT","MEDIUM","car","LOW","LOW","NO","NEVER","AVERAGE","NO","HIGH","NO","default"
"4149","MEDIUM","< 2 years","RENT","LOW","car","LOW","AVERAGE","YES","NEVER","FEW","NO","LOW","NO","default"
"4152","HIGH","2 - 5 years","RENT","HIGH","credit_card","LOW","HIGH","YES","NEVER","AVERAGE","NO","LOW","NO","repaid"
"4153","MEDIUM","6 - 9 years","RENT","LOW","debt_consolidation","AVERAGE","LOW","YES","IN PAST 2 YEARS","FEW","NO","HIGH","NO","default"
"4155","MEDIUM","2 - 5 years","MORTGAGE","LOW","home_improvement","AVERAGE","AVERAGE","NO","NEVER","AVERAGE","NO","HIGH","NO","repaid"
"4157","MEDIUM","10+ years","MORTGAGE","HIGH","home_improvement","AVERAGE","HIGH","NO","NEVER","AVERAGE","NO","LOW","NO","repaid"
"4159","MEDIUM","10+ years","RENT","MEDIUM","wedding","AVERAGE","AVERAGE","NO","MORE THAN 2 YEARS AGO","FEW","YES","MEDIUM","YES","repaid"
